"Date","Price","Open","High","Low","Vol.","Change %"
"May 29, 2003","1,568.16","1,549.05","1,568.54","1,543.34","1.48B","1.05%"
"May 28, 2003","1,551.81","1,569.33","1,576.62","1,549.06","1.51B","-1.05%"
"May 27, 2003","1,568.34","1,572.31","1,575.63","1,558.13","1.42B","-0.07%"
"May 26, 2003","1,569.51","1,563.20","1,574.39","1,561.04","1.53B","0.55%"
"May 23, 2003","1,560.95","1,547.15","1,571.69","1,547.09","1.83B","0.96%"
"May 22, 2003","1,546.11","1,532.18","1,546.39","1,522.19","959.39M","0.82%"
"May 21, 2003","1,533.48","1,534.60","1,547.31","1,530.05","908.70M","-0.13%"
"May 20, 2003","1,535.52","1,553.69","1,553.85","1,530.67","1.13B","-1.28%"
"May 19, 2003","1,555.45","1,557.29","1,563.11","1,546.75","1.35B","0.06%"
"May 16, 2003","1,554.45","1,555.91","1,560.72","1,543.17","1.60B","-0.05%"
"May 15, 2003","1,555.29","1,524.50","1,555.56","1,516.42","2.29B","2.13%"
"May 14, 2003","1,522.92","1,480.11","1,523.32","1,477.25","1.82B","2.53%"
"May 13, 2003","1,485.31","1,533.08","1,534.80","1,481.74","2.25B","-3.04%"
"May 12, 2003","1,531.87","1,522.98","1,536.89","1,511.87","1.55B","0.69%"
"Apr 30, 2003","1,521.44","1,511.15","1,539.57","1,510.60","1.89B","0.80%"
"Apr 29, 2003","1,509.31","1,535.88","1,535.88","1,508.32","1.85B","-1.85%"
"Apr 28, 2003","1,537.69","1,483.47","1,538.59","1,473.27","2.39B","3.40%"
"Apr 25, 2003","1,487.15","1,501.57","1,513.33","1,481.07","1.21B","-1.09%"
"Apr 24, 2003","1,503.59","1,538.58","1,542.11","1,492.90","1.96B","-2.49%"
"Apr 23, 2003","1,541.96","1,568.13","1,569.79","1,540.07","1.55B","-1.70%"
"Apr 22, 2003","1,568.69","1,570.57","1,575.80","1,563.59","1.12B","-0.19%"
"Apr 21, 2003","1,571.71","1,598.50","1,598.58","1,557.12","2.16B","-1.96%"
"Apr 18, 2003","1,603.08","1,616.90","1,620.81","1,596.67","2.44B","-0.65%"
"Apr 17, 2003","1,613.60","1,606.23","1,621.23","1,595.63","2.84B","0.46%"
"Apr 16, 2003","1,606.24","1,633.53","1,649.60","1,598.83","3.91B","-1.55%"
"Apr 15, 2003","1,631.47","1,619.95","1,632.09","1,606.73","3.21B","0.95%"
"Apr 14, 2003","1,616.07","1,581.38","1,616.65","1,581.20","3.66B","2.49%"
"Apr 11, 2003","1,576.86","1,552.00","1,581.70","1,548.53","2.94B","1.66%"
"Apr 10, 2003","1,551.18","1,546.51","1,559.87","1,541.29","3.21B","0.49%"
"Apr 09, 2003","1,543.67","1,519.98","1,545.34","1,510.34","2.88B","1.52%"
"Apr 08, 2003","1,520.55","1,515.64","1,523.95","1,513.23","1.49B","0.36%"
"Apr 07, 2003","1,515.13","1,521.90","1,530.37","1,512.50","1.19B","-0.39%"
"Apr 04, 2003","1,521.13","1,510.22","1,521.78","1,509.61","905.40M","0.62%"
"Apr 03, 2003","1,511.73","1,521.36","1,522.67","1,510.51","829.96M","-0.63%"
"Apr 02, 2003","1,521.32","1,522.49","1,525.77","1,516.79","979.10M","-0.08%"
"Apr 01, 2003","1,522.55","1,513.00","1,525.23","1,508.84","1.33B","0.79%"
"Mar 31, 2003","1,510.58","1,491.39","1,511.22","1,490.99","1.05B","1.25%"
"Mar 28, 2003","1,491.94","1,498.45","1,508.26","1,488.60","1.32B","-0.49%"
"Mar 27, 2003","1,499.35","1,455.44","1,507.67","1,447.01","1.35B","2.96%"
"Mar 26, 2003","1,456.27","1,461.32","1,465.42","1,452.89","558.29M","-0.42%"
"Mar 25, 2003","1,462.40","1,478.05","1,478.40","1,461.75","572.23M","-1.04%"
"Mar 24, 2003","1,477.77","1,474.59","1,477.97","1,470.43","472.71M","0.21%"
"Mar 21, 2003","1,474.66","1,464.18","1,475.81","1,461.91","534.06M","0.69%"
"Mar 20, 2003","1,464.54","1,469.66","1,477.25","1,460.80","675.68M","-0.37%"
"Mar 19, 2003","1,469.96","1,458.58","1,475.84","1,452.59","662.22M","0.69%"
"Mar 18, 2003","1,459.89","1,468.99","1,478.99","1,458.98","597.67M","-0.64%"
"Mar 17, 2003","1,469.27","1,465.14","1,469.53","1,453.37","632.37M","0.22%"
