"Date","Price","Open","High","Low","Vol.","Change %"
"May 06, 2020","2,845.25","2,875.35","2,879.25","2,839.15","-","-1.07%"
"May 05, 2020","2,875.91","2,830.33","2,878.51","2,827.37","48.88M","2.11%"
"May 04, 2020","2,816.48","2,898.89","2,898.89","2,801.07","57.39M","-3.81%"
"May 01, 2020","2,927.93","2,927.93","2,927.93","2,927.93","72.74M","0.00%"
"Apr 30, 2020","2,927.93","3,003.21","3,023.83","2,917.31","72.74M","-2.27%"
"Apr 29, 2020","2,996.08","2,934.49","3,000.49","2,919.74","50.04M","2.18%"
"Apr 28, 2020","2,932.06","2,882.81","2,951.35","2,880.72","54.62M","1.73%"
"Apr 27, 2020","2,882.09","2,838.96","2,882.11","2,838.96","36.12M","2.60%"
"Apr 24, 2020","2,809.07","2,837.33","2,849.08","2,799.12","42.44M","-1.52%"
"Apr 23, 2020","2,852.46","2,837.32","2,883.60","2,815.12","41.58M","0.62%"
"Apr 22, 2020","2,834.90","2,800.81","2,838.26","2,800.81","41.19M","1.56%"
"Apr 21, 2020","2,791.34","2,889.57","2,889.57","2,791.34","50.94M","-4.06%"
"Apr 20, 2020","2,909.50","2,894.91","2,909.50","2,839.18","42.21M","0.73%"
"Apr 17, 2020","2,888.30","2,842.10","2,931.55","2,842.10","61.20M","2.70%"
"Apr 16, 2020","2,812.35","2,826.70","2,853.57","2,792.17","53.50M","0.15%"
"Apr 15, 2020","2,808.20","2,914.30","2,914.30","2,795.47","60.15M","-3.75%"
"Apr 14, 2020","2,917.74","2,911.20","2,956.22","2,905.72","51.06M","0.86%"
"Apr 09, 2020","2,892.79","2,864.45","2,922.07","2,833.45","63.03M","1.46%"
"Apr 08, 2020","2,851.27","2,846.25","2,851.27","2,793.71","47.43M","-0.22%"
"Apr 07, 2020","2,857.67","2,819.53","2,914.46","2,819.53","68.93M","2.21%"
"Apr 06, 2020","2,795.97","2,701.86","2,804.70","2,701.86","58.55M","4.99%"
"Apr 03, 2020","2,662.99","2,686.07","2,693.50","2,655.80","63.60M","-0.95%"
"Apr 02, 2020","2,688.49","2,693.13","2,711.45","2,626.10","66.56M","0.31%"
"Apr 01, 2020","2,680.30","2,760.54","2,760.54","2,663.42","63.22M","-3.83%"
