,Country,Date,No. of confirmed cases,datetime,continent,code
0,Guinea,2014-08-29,482.0,2014-08-29,Africa,GQ
1,Nigeria,2014-08-29,15.0,2014-08-29,Africa,NG
2,Sierra Leone,2014-08-29,935.0,2014-08-29,Africa,SL
3,Liberia,2014-08-29,322.0,2014-08-29,Africa,LR
4,Sierra Leone,2014-09-05,1146.0,2014-09-05,Africa,SL
5,Nigeria,2014-09-05,18.0,2014-09-05,Africa,NG
6,Liberia,2014-09-05,614.0,2014-09-05,Africa,LR
7,Guinea,2014-09-05,604.0,2014-09-05,Africa,GQ
8,Senegal,2014-09-05,1.0,2014-09-05,Africa,SN
9,Senegal,2014-09-08,1.0,2014-09-08,Africa,SN
10,Guinea,2014-09-08,664.0,2014-09-08,Africa,GQ
11,Sierra Leone,2014-09-08,1234.0,2014-09-08,Africa,SL
12,Liberia,2014-09-08,634.0,2014-09-08,Africa,LR
13,Nigeria,2014-09-08,19.0,2014-09-08,Africa,NG
14,Guinea,2014-09-12,678.0,2014-09-12,Africa,GQ
15,Sierra Leone,2014-09-12,1287.0,2014-09-12,Africa,SL
16,Nigeria,2014-09-12,19.0,2014-09-12,Africa,NG
17,Liberia,2014-09-12,654.0,2014-09-12,Africa,LR
18,Senegal,2014-09-12,1.0,2014-09-12,Africa,SN
19,Senegal,2014-09-16,1.0,2014-09-16,Africa,SN
20,Sierra Leone,2014-09-16,1464.0,2014-09-16,Africa,SL
21,Guinea,2014-09-16,743.0,2014-09-16,Africa,GQ
22,Nigeria,2014-09-16,19.0,2014-09-16,Africa,NG
23,Liberia,2014-09-16,790.0,2014-09-16,Africa,LR
24,Nigeria,2014-09-18,19.0,2014-09-18,Africa,NG
25,Guinea,2014-09-18,750.0,2014-09-18,Africa,GQ
26,Sierra Leone,2014-09-18,1513.0,2014-09-18,Africa,SL
27,Liberia,2014-09-18,812.0,2014-09-18,Africa,LR
28,Senegal,2014-09-18,1.0,2014-09-18,Africa,SN
29,Nigeria,2014-09-22,19.0,2014-09-22,Africa,NG
30,Sierra Leone,2014-09-22,1640.0,2014-09-22,Africa,SL
31,Liberia,2014-09-22,863.0,2014-09-22,Africa,LR
32,Senegal,2014-09-22,1.0,2014-09-22,Africa,SN
33,Guinea,2014-09-22,818.0,2014-09-22,Africa,GQ
34,Liberia,2014-09-24,890.0,2014-09-24,Africa,LR
35,Guinea,2014-09-24,832.0,2014-09-24,Africa,GQ
36,Nigeria,2014-09-24,19.0,2014-09-24,Africa,NG
37,Senegal,2014-09-24,1.0,2014-09-24,Africa,SN
38,Sierra Leone,2014-09-24,1745.0,2014-09-24,Africa,SL
39,Sierra Leone,2014-09-26,1816.0,2014-09-26,Africa,SL
40,Liberia,2014-09-26,914.0,2014-09-26,Africa,LR
41,Senegal,2014-09-26,1.0,2014-09-26,Africa,SN
42,Guinea,2014-09-26,876.0,2014-09-26,Africa,GQ
43,Nigeria,2014-09-26,19.0,2014-09-26,Africa,NG
44,Guinea,2014-10-01,950.0,2014-10-01,Africa,GQ
45,Senegal,2014-10-01,1.0,2014-10-01,Africa,SN
46,Nigeria,2014-10-01,19.0,2014-10-01,Africa,NG
47,Sierra Leone,2014-10-01,2076.0,2014-10-01,Africa,SL
48,Liberia,2014-10-01,927.0,2014-10-01,Africa,LR
49,United States of America,2014-10-03,1.0,2014-10-03,North America,US
50,Nigeria,2014-10-03,19.0,2014-10-03,Africa,NG
51,Guinea,2014-10-03,977.0,2014-10-03,Africa,GQ
52,Liberia,2014-10-03,931.0,2014-10-03,Africa,LR
53,Sierra Leone,2014-10-03,2179.0,2014-10-03,Africa,SL
54,Senegal,2014-10-03,1.0,2014-10-03,Africa,SN
55,Nigeria,2014-10-08,19.0,2014-10-08,Africa,NG
56,United States of America,2014-10-08,1.0,2014-10-08,North America,US
57,Senegal,2014-10-08,1.0,2014-10-08,Africa,SN
58,Guinea,2014-10-08,1044.0,2014-10-08,Africa,GQ
59,Sierra Leone,2014-10-08,2455.0,2014-10-08,Africa,SL
60,Liberia,2014-10-08,941.0,2014-10-08,Africa,LR
61,United States of America,2014-10-10,1.0,2014-10-10,North America,US
62,Senegal,2014-10-10,1.0,2014-10-10,Africa,SN
63,Liberia,2014-10-10,943.0,2014-10-10,Africa,LR
64,Nigeria,2014-10-10,19.0,2014-10-10,Africa,NG
65,Spain,2014-10-10,1.0,2014-10-10,Europe,ES
66,Guinea,2014-10-10,1097.0,2014-10-10,Africa,GQ
67,Sierra Leone,2014-10-10,2593.0,2014-10-10,Africa,SL
68,United States of America,2014-10-15,2.0,2014-10-15,North America,US
69,Senegal,2014-10-15,1.0,2014-10-15,Africa,SN
70,Nigeria,2014-10-15,19.0,2014-10-15,Africa,NG
71,Liberia,2014-10-15,950.0,2014-10-15,Africa,LR
72,Spain,2014-10-15,1.0,2014-10-15,Europe,ES
73,Guinea,2014-10-15,1184.0,2014-10-15,Africa,GQ
74,Sierra Leone,2014-10-15,2849.0,2014-10-15,Africa,SL
75,Guinea,2014-10-17,1217.0,2014-10-17,Africa,GQ
76,Nigeria,2014-10-17,19.0,2014-10-17,Africa,NG
77,Spain,2014-10-17,1.0,2014-10-17,Europe,ES
78,Senegal,2014-10-17,1.0,2014-10-17,Africa,SN
79,United States of America,2014-10-17,3.0,2014-10-17,North America,US
80,Liberia,2014-10-17,,2014-10-17,Africa,LR
81,Sierra Leone,2014-10-17,2977.0,2014-10-17,Africa,SL
82,Nigeria,2014-10-22,19.0,2014-10-22,Africa,NG
83,Spain,2014-10-22,1.0,2014-10-22,Europe,ES
84,United States of America,2014-10-22,3.0,2014-10-22,North America,US
85,Sierra Leone,2014-10-22,3223.0,2014-10-22,Africa,SL
86,Senegal,2014-10-22,1.0,2014-10-22,Africa,SN
87,Liberia,2014-10-22,965.0,2014-10-22,Africa,LR
88,Guinea,2014-10-22,1289.0,2014-10-22,Africa,GQ
89,Mali,2014-10-25,1.0,2014-10-25,Africa,ML
90,United States of America,2014-10-25,4.0,2014-10-25,North America,US
91,Sierra Leone,2014-10-25,3389.0,2014-10-25,Africa,SL
92,Spain,2014-10-25,1.0,2014-10-25,Europe,ES
93,Senegal,2014-10-25,1.0,2014-10-25,Africa,SN
94,Nigeria,2014-10-25,19.0,2014-10-25,Africa,NG
95,Guinea,2014-10-25,1312.0,2014-10-25,Africa,GQ
96,Liberia,2014-10-25,965.0,2014-10-25,Africa,LR
97,Liberia,2014-10-29,2515.0,2014-10-29,Africa,LR
98,Mali,2014-10-29,1.0,2014-10-29,Africa,ML
99,Nigeria,2014-10-29,19.0,2014-10-29,Africa,NG
100,Senegal,2014-10-29,1.0,2014-10-29,Africa,SN
101,Spain,2014-10-29,1.0,2014-10-29,Europe,ES
102,Guinea,2014-10-29,1391.0,2014-10-29,Africa,GQ
103,United States of America,2014-10-29,4.0,2014-10-29,North America,US
104,Sierra Leone,2014-10-29,3700.0,2014-10-29,Africa,SL
105,Guinea,2014-10-31,1409.0,2014-10-31,Africa,GQ
106,Nigeria,2014-10-31,19.0,2014-10-31,Africa,NG
107,Spain,2014-10-31,1.0,2014-10-31,Europe,ES
108,United States of America,2014-10-31,4.0,2014-10-31,North America,US
109,Senegal,2014-10-31,1.0,2014-10-31,Africa,SN
110,Mali,2014-10-31,1.0,2014-10-31,Africa,ML
111,Liberia,2014-10-31,2515.0,2014-10-31,Africa,LR
112,Sierra Leone,2014-10-31,3778.0,2014-10-31,Africa,SL
113,Spain,2014-11-05,1.0,2014-11-05,Europe,ES
114,United States of America,2014-11-05,4.0,2014-11-05,North America,US
115,Guinea,2014-11-05,1457.0,2014-11-05,Africa,GQ
116,Liberia,2014-11-05,2451.0,2014-11-05,Africa,LR
117,Mali,2014-11-05,1.0,2014-11-05,Africa,ML
118,Nigeria,2014-11-05,19.0,2014-11-05,Africa,NG
119,Senegal,2014-11-05,1.0,2014-11-05,Africa,SN
120,Sierra Leone,2014-11-05,4057.0,2014-11-05,Africa,SL
121,Nigeria,2014-11-07,19.0,2014-11-07,Africa,NG
122,Guinea,2014-11-07,1479.0,2014-11-07,Africa,GQ
123,United States of America,2014-11-07,4.0,2014-11-07,North America,US
124,Senegal,2014-11-07,1.0,2014-11-07,Africa,SN
125,Liberia,2014-11-07,2514.0,2014-11-07,Africa,LR
126,Spain,2014-11-07,1.0,2014-11-07,Europe,ES
127,Mali,2014-11-07,1.0,2014-11-07,Africa,ML
128,Sierra Leone,2014-11-07,4149.0,2014-11-07,Africa,SL
129,Spain,2014-11-12,1.0,2014-11-12,Europe,ES
130,United States of America,2014-11-12,4.0,2014-11-12,North America,US
131,Mali,2014-11-12,2.0,2014-11-12,Africa,ML
132,Nigeria,2014-11-12,19.0,2014-11-12,Africa,NG
133,Guinea,2014-11-12,1612.0,2014-11-12,Africa,GQ
134,Sierra Leone,2014-11-12,4523.0,2014-11-12,Africa,SL
135,Liberia,2014-11-12,2553.0,2014-11-12,Africa,LR
136,Senegal,2014-11-12,1.0,2014-11-12,Africa,SN
137,Senegal,2014-11-14,1.0,2014-11-14,Africa,SN
138,Guinea,2014-11-14,1647.0,2014-11-14,Africa,GQ
139,Spain,2014-11-14,1.0,2014-11-14,Europe,ES
140,Nigeria,2014-11-14,19.0,2014-11-14,Africa,NG
141,Mali,2014-11-14,3.0,2014-11-14,Africa,ML
142,United States of America,2014-11-14,4.0,2014-11-14,North America,US
143,Liberia,2014-11-14,2562.0,2014-11-14,Africa,LR
144,Sierra Leone,2014-11-14,4683.0,2014-11-14,Africa,SL
145,Liberia,2014-11-19,2643.0,2014-11-19,Africa,LR
146,Spain,2014-11-19,1.0,2014-11-19,Europe,ES
147,Sierra Leone,2014-11-19,5056.0,2014-11-19,Africa,SL
148,Senegal,2014-11-19,1.0,2014-11-19,Africa,SN
149,Nigeria,2014-11-19,19.0,2014-11-19,Africa,NG
150,Mali,2014-11-19,5.0,2014-11-19,Africa,ML
151,United States of America,2014-11-19,4.0,2014-11-19,North America,US
152,Guinea,2014-11-19,1698.0,2014-11-19,Africa,GQ
153,Spain,2014-11-21,1.0,2014-11-21,Europe,ES
154,Liberia,2014-11-21,2669.0,2014-11-21,Africa,LR
155,Nigeria,2014-11-21,19.0,2014-11-21,Africa,NG
156,United States of America,2014-11-21,4.0,2014-11-21,North America,US
157,Sierra Leone,2014-11-21,5152.0,2014-11-21,Africa,SL
158,Mali,2014-11-21,5.0,2014-11-21,Africa,ML
159,Senegal,2014-11-21,1.0,2014-11-21,Africa,SN
160,Guinea,2014-11-21,1745.0,2014-11-21,Africa,GQ
161,Sierra Leone,2014-11-26,5441.0,2014-11-26,Africa,SL
162,Liberia,2014-11-26,2727.0,2014-11-26,Africa,LR
163,Mali,2014-11-26,7.0,2014-11-26,Africa,ML
164,United States of America,2014-11-26,4.0,2014-11-26,North America,US
165,Spain,2014-11-26,1.0,2014-11-26,Europe,ES
166,Nigeria,2014-11-26,19.0,2014-11-26,Africa,NG
167,Guinea,2014-11-26,1850.0,2014-11-26,Africa,GQ
168,Senegal,2014-11-26,1.0,2014-11-26,Africa,SN
169,Senegal,2014-12-01,1.0,2014-12-01,Africa,SN
170,Mali,2014-12-01,7.0,2014-12-01,Africa,ML
171,Spain,2014-12-01,1.0,2014-12-01,Europe,ES
172,Sierra Leone,2014-12-01,5831.0,2014-12-01,Africa,SL
173,Liberia,2014-12-01,2801.0,2014-12-01,Africa,LR
174,Nigeria,2014-12-01,19.0,2014-12-01,Africa,NG
175,Guinea,2014-12-01,1921.0,2014-12-01,Africa,GQ
176,United States of America,2014-12-01,4.0,2014-12-01,North America,US
177,Mali,2014-12-03,7.0,2014-12-03,Africa,ML
178,Spain,2014-12-03,1.0,2014-12-03,Europe,ES
179,Guinea,2014-12-03,1929.0,2014-12-03,Africa,GQ
180,Senegal,2014-12-03,1.0,2014-12-03,Africa,SN
181,Sierra Leone,2014-12-03,5978.0,2014-12-03,Africa,SL
182,Liberia,2014-12-03,2801.0,2014-12-03,Africa,LR
183,United States of America,2014-12-03,4.0,2014-12-03,North America,US
184,Nigeria,2014-12-03,19.0,2014-12-03,Africa,NG
185,Spain,2014-12-10,1.0,2014-12-10,Europe,ES
186,Guinea,2014-12-10,2051.0,2014-12-10,Africa,GQ
187,Senegal,2014-12-10,1.0,2014-12-10,Africa,SN
188,Mali,2014-12-10,7.0,2014-12-10,Africa,ML
189,Liberia,2014-12-10,2830.0,2014-12-10,Africa,LR
190,Sierra Leone,2014-12-10,6375.0,2014-12-10,Africa,SL
191,Nigeria,2014-12-10,19.0,2014-12-10,Africa,NG
192,United States of America,2014-12-10,4.0,2014-12-10,North America,US
193,Spain,2014-12-15,1.0,2014-12-15,Europe,ES
194,Nigeria,2014-12-15,19.0,2014-12-15,Africa,NG
195,Guinea,2014-12-15,2115.0,2014-12-15,Africa,GQ
196,United States of America,2014-12-15,4.0,2014-12-15,North America,US
197,Mali,2014-12-15,7.0,2014-12-15,Africa,ML
198,Liberia,2014-12-15,2946.0,2014-12-15,Africa,LR
199,Senegal,2014-12-15,1.0,2014-12-15,Africa,SN
200,Sierra Leone,2014-12-15,6638.0,2014-12-15,Africa,SL
201,Nigeria,2014-12-17,19.0,2014-12-17,Africa,NG
202,Senegal,2014-12-17,1.0,2014-12-17,Africa,SN
203,Spain,2014-12-17,1.0,2014-12-17,Europe,ES
204,Liberia,2014-12-17,2946.0,2014-12-17,Africa,LR
205,Mali,2014-12-17,7.0,2014-12-17,Africa,ML
206,United States of America,2014-12-17,4.0,2014-12-17,North America,US
207,Guinea,2014-12-17,2127.0,2014-12-17,Africa,GQ
208,Sierra Leone,2014-12-17,6702.0,2014-12-17,Africa,SL
209,Spain,2014-12-22,1.0,2014-12-22,Europe,ES
210,United States of America,2014-12-22,4.0,2014-12-22,North America,US
211,Nigeria,2014-12-22,19.0,2014-12-22,Africa,NG
212,Senegal,2014-12-22,1.0,2014-12-22,Africa,SN
213,Guinea,2014-12-22,2259.0,2014-12-22,Africa,GQ
214,Liberia,2014-12-22,3085.0,2014-12-22,Africa,LR
215,Mali,2014-12-22,7.0,2014-12-22,Africa,ML
216,Sierra Leone,2014-12-22,6975.0,2014-12-22,Africa,SL
217,Sierra Leone,2014-12-23,7017.0,2014-12-23,Africa,SL
218,Mali,2014-12-23,7.0,2014-12-23,Africa,ML
219,Spain,2014-12-23,1.0,2014-12-23,Europe,ES
220,Liberia,2014-12-23,3085.0,2014-12-23,Africa,LR
221,Senegal,2014-12-23,1.0,2014-12-23,Africa,SN
222,Guinea,2014-12-23,2284.0,2014-12-23,Africa,GQ
223,Nigeria,2014-12-23,19.0,2014-12-23,Africa,NG
224,United States of America,2014-12-23,4.0,2014-12-23,North America,US
225,Nigeria,2014-12-24,19.0,2014-12-24,Africa,NG
226,Senegal,2014-12-24,1.0,2014-12-24,Africa,SN
227,Guinea,2014-12-24,2284.0,2014-12-24,Africa,GQ
228,Sierra Leone,2014-12-24,7017.0,2014-12-24,Africa,SL
229,Spain,2014-12-24,1.0,2014-12-24,Europe,ES
230,Mali,2014-12-24,7.0,2014-12-24,Africa,ML
231,Liberia,2014-12-24,3085.0,2014-12-24,Africa,LR
232,United States of America,2014-12-24,4.0,2014-12-24,North America,US
233,Senegal,2014-12-26,1.0,2014-12-26,Africa,SN
234,Mali,2014-12-26,7.0,2014-12-26,Africa,ML
235,Sierra Leone,2014-12-26,7160.0,2014-12-26,Africa,SL
236,United States of America,2014-12-26,4.0,2014-12-26,North America,US
237,Nigeria,2014-12-26,19.0,2014-12-26,Africa,NG
238,Guinea,2014-12-26,2342.0,2014-12-26,Africa,GQ
239,Liberia,2014-12-26,3085.0,2014-12-26,Africa,LR
240,Spain,2014-12-26,1.0,2014-12-26,Europe,ES
241,United States of America,2014-12-29,4.0,2014-12-29,North America,US
242,Sierra Leone,2014-12-29,7326.0,2014-12-29,Africa,SL
243,Nigeria,2014-12-29,19.0,2014-12-29,Africa,NG
244,Mali,2014-12-29,7.0,2014-12-29,Africa,ML
245,Liberia,2014-12-29,3108.0,2014-12-29,Africa,LR
246,Guinea,2014-12-29,2384.0,2014-12-29,Africa,GQ
247,Senegal,2014-12-29,1.0,2014-12-29,Africa,SN
248,Spain,2014-12-29,1.0,2014-12-29,Europe,ES
249,United States of America,2014-12-30,4.0,2014-12-30,North America,US
250,Sierra Leone,2014-12-30,7354.0,2014-12-30,Africa,SL
251,Mali,2014-12-30,7.0,2014-12-30,Africa,ML
252,Liberia,2014-12-30,3108.0,2014-12-30,Africa,LR
253,Guinea,2014-12-30,2397.0,2014-12-30,Africa,GQ
254,Spain,2014-12-30,1.0,2014-12-30,Europe,ES
255,Senegal,2014-12-30,1.0,2014-12-30,Africa,SN
256,Nigeria,2014-12-30,19.0,2014-12-30,Africa,NG
257,Spain,2014-12-31,1.0,2014-12-31,Europe,ES
258,Senegal,2014-12-31,1.0,2014-12-31,Africa,SN
259,Liberia,2014-12-31,3110.0,2014-12-31,Africa,LR
260,Sierra Leone,2014-12-31,7354.0,2014-12-31,Africa,SL
261,Mali,2014-12-31,7.0,2014-12-31,Africa,ML
262,Nigeria,2014-12-31,19.0,2014-12-31,Africa,NG
263,United States of America,2014-12-31,4.0,2014-12-31,North America,US
264,Guinea,2014-12-31,2397.0,2014-12-31,Africa,GQ
265,Nigeria,2015-01-02,19.0,2015-01-02,Africa,NG
266,Spain,2015-01-02,1.0,2015-01-02,Europe,ES
267,United States of America,2015-01-02,4.0,2015-01-02,North America,US
268,Senegal,2015-01-02,1.0,2015-01-02,Africa,SN
269,United Kingdom,2015-01-02,1.0,2015-01-02,Europe,GB
270,Liberia,2015-01-02,3110.0,2015-01-02,Africa,LR
271,Sierra Leone,2015-01-02,7476.0,2015-01-02,Africa,SL
272,Mali,2015-01-02,7.0,2015-01-02,Africa,ML
273,Guinea,2015-01-02,2435.0,2015-01-02,Africa,GQ
274,Sierra Leone,2015-01-05,7570.0,2015-01-05,Africa,SL
275,Liberia,2015-01-05,3116.0,2015-01-05,Africa,LR
276,Spain,2015-01-05,1.0,2015-01-05,Europe,ES
277,Nigeria,2015-01-05,19.0,2015-01-05,Africa,NG
278,United Kingdom,2015-01-05,1.0,2015-01-05,Europe,GB
279,Guinea,2015-01-05,2465.0,2015-01-05,Africa,GQ
280,United States of America,2015-01-05,4.0,2015-01-05,North America,US
281,Mali,2015-01-05,7.0,2015-01-05,Africa,ML
282,Senegal,2015-01-05,1.0,2015-01-05,Africa,SN
283,United Kingdom,2015-01-06,1.0,2015-01-06,Europe,GB
284,Guinea,2015-01-06,2471.0,2015-01-06,Africa,GQ
285,Sierra Leone,2015-01-06,7602.0,2015-01-06,Africa,SL
286,Liberia,2015-01-06,3118.0,2015-01-06,Africa,LR
287,Spain,2015-01-06,1.0,2015-01-06,Europe,ES
288,United States of America,2015-01-06,4.0,2015-01-06,North America,US
289,Senegal,2015-01-06,1.0,2015-01-06,Africa,SN
290,Nigeria,2015-01-06,19.0,2015-01-06,Africa,NG
291,Mali,2015-01-06,7.0,2015-01-06,Africa,ML
292,Spain,2015-01-07,1.0,2015-01-07,Europe,ES
293,Guinea,2015-01-07,2471.0,2015-01-07,Africa,GQ
294,Senegal,2015-01-07,1.0,2015-01-07,Africa,SN
295,Nigeria,2015-01-07,19.0,2015-01-07,Africa,NG
296,United Kingdom,2015-01-07,1.0,2015-01-07,Europe,GB
297,Mali,2015-01-07,7.0,2015-01-07,Africa,ML
298,United States of America,2015-01-07,4.0,2015-01-07,North America,US
299,Sierra Leone,2015-01-07,7602.0,2015-01-07,Africa,SL
300,Liberia,2015-01-07,3118.0,2015-01-07,Africa,LR
301,United Kingdom,2015-01-08,1.0,2015-01-08,Europe,GB
302,Mali,2015-01-08,7.0,2015-01-08,Africa,ML
303,Guinea,2015-01-08,2477.0,2015-01-08,Africa,GQ
304,Sierra Leone,2015-01-08,7759.0,2015-01-08,Africa,SL
305,Liberia,2015-01-08,3118.0,2015-01-08,Africa,LR
306,Mali,2015-01-09,7.0,2015-01-09,Africa,ML
307,Guinea,2015-01-09,2493.0,2015-01-09,Africa,GQ
308,United Kingdom,2015-01-09,1.0,2015-01-09,Europe,GB
309,Sierra Leone,2015-01-09,7759.0,2015-01-09,Africa,SL
310,Liberia,2015-01-09,3123.0,2015-01-09,Africa,LR
311,Liberia,2015-01-12,3123.0,2015-01-12,Africa,LR
312,United Kingdom,2015-01-12,1.0,2015-01-12,Europe,GB
313,Sierra Leone,2015-01-12,7766.0,2015-01-12,Africa,SL
314,Mali,2015-01-12,7.0,2015-01-12,Africa,ML
315,Guinea,2015-01-12,2508.0,2015-01-12,Africa,GQ
316,United Kingdom,2015-01-13,1.0,2015-01-13,Europe,GB
317,Mali,2015-01-13,7.0,2015-01-13,Africa,ML
318,Guinea,2015-01-13,2508.0,2015-01-13,Africa,GQ
319,Liberia,2015-01-13,3123.0,2015-01-13,Africa,LR
320,Sierra Leone,2015-01-13,7766.0,2015-01-13,Africa,SL
321,Liberia,2015-01-14,3127.0,2015-01-14,Africa,LR
322,United States of America,2015-01-14,4.0,2015-01-14,North America,US
323,Senegal,2015-01-14,1.0,2015-01-14,Africa,SN
324,Guinea,2015-01-14,2514.0,2015-01-14,Africa,GQ
325,Spain,2015-01-14,1.0,2015-01-14,Europe,ES
326,Nigeria,2015-01-14,19.0,2015-01-14,Africa,NG
327,Sierra Leone,2015-01-14,7786.0,2015-01-14,Africa,SL
328,Mali,2015-01-14,7.0,2015-01-14,Africa,ML
329,United Kingdom,2015-01-14,1.0,2015-01-14,Europe,GB
330,Sierra Leone,2015-01-15,7802.0,2015-01-15,Africa,SL
331,Liberia,2015-01-15,3127.0,2015-01-15,Africa,LR
332,United States of America,2015-01-15,4.0,2015-01-15,North America,US
333,Mali,2015-01-15,7.0,2015-01-15,Africa,ML
334,Spain,2015-01-15,1.0,2015-01-15,Europe,ES
335,Guinea,2015-01-15,2522.0,2015-01-15,Africa,GQ
336,United Kingdom,2015-01-15,1.0,2015-01-15,Europe,GB
337,Nigeria,2015-01-15,19.0,2015-01-15,Africa,NG
338,Senegal,2015-01-15,1.0,2015-01-15,Africa,SN
339,Spain,2015-01-16,1.0,2015-01-16,Europe,ES
340,Nigeria,2015-01-16,19.0,2015-01-16,Africa,NG
341,Guinea,2015-01-16,2525.0,2015-01-16,Africa,GQ
342,Mali,2015-01-16,7.0,2015-01-16,Africa,ML
343,Senegal,2015-01-16,1.0,2015-01-16,Africa,SN
344,Liberia,2015-01-16,3127.0,2015-01-16,Africa,LR
345,United States of America,2015-01-16,4.0,2015-01-16,North America,US
346,Sierra Leone,2015-01-16,7825.0,2015-01-16,Africa,SL
347,United Kingdom,2015-01-16,1.0,2015-01-16,Europe,GB
348,Nigeria,2015-01-19,19.0,2015-01-19,Africa,NG
349,Liberia,2015-01-19,3131.0,2015-01-19,Africa,LR
350,United Kingdom,2015-01-19,1.0,2015-01-19,Europe,GB
351,Spain,2015-01-19,1.0,2015-01-19,Europe,ES
352,Guinea,2015-01-19,2539.0,2015-01-19,Africa,GQ
353,Sierra Leone,2015-01-19,7883.0,2015-01-19,Africa,SL
354,Senegal,2015-01-19,1.0,2015-01-19,Africa,SN
355,United States of America,2015-01-19,4.0,2015-01-19,North America,US
356,Mali,2015-01-19,7.0,2015-01-19,Africa,ML
357,Spain,2015-01-20,1.0,2015-01-20,Europe,ES
358,United Kingdom,2015-01-20,1.0,2015-01-20,Europe,GB
359,Senegal,2015-01-20,1.0,2015-01-20,Africa,SN
360,Nigeria,2015-01-20,19.0,2015-01-20,Africa,NG
361,Liberia,2015-01-20,3135.0,2015-01-20,Africa,LR
362,Guinea,2015-01-20,2539.0,2015-01-20,Africa,GQ
363,Mali,2015-01-20,7.0,2015-01-20,Africa,ML
364,United States of America,2015-01-20,4.0,2015-01-20,North America,US
365,Sierra Leone,2015-01-20,7903.0,2015-01-20,Africa,SL
366,Sierra Leone,2015-01-21,7903.0,2015-01-21,Africa,SL
367,Nigeria,2015-01-21,19.0,2015-01-21,Africa,NG
368,Liberia,2015-01-21,3135.0,2015-01-21,Africa,LR
369,Spain,2015-01-21,1.0,2015-01-21,Europe,ES
370,Mali,2015-01-21,7.0,2015-01-21,Africa,ML
371,Senegal,2015-01-21,1.0,2015-01-21,Africa,SN
372,United States of America,2015-01-21,4.0,2015-01-21,North America,US
373,Guinea,2015-01-21,2539.0,2015-01-21,Africa,GQ
374,United Kingdom,2015-01-21,1.0,2015-01-21,Europe,GB
375,Liberia,2015-01-22,3136.0,2015-01-22,Africa,LR
376,Senegal,2015-01-22,1.0,2015-01-22,Africa,SN
377,United States of America,2015-01-22,4.0,2015-01-22,North America,US
378,Nigeria,2015-01-22,19.0,2015-01-22,Africa,NG
379,Sierra Leone,2015-01-22,7909.0,2015-01-22,Africa,SL
380,Mali,2015-01-22,7.0,2015-01-22,Africa,ML
381,Guinea,2015-01-22,2542.0,2015-01-22,Africa,GQ
382,Spain,2015-01-22,1.0,2015-01-22,Europe,ES
383,United Kingdom,2015-01-22,1.0,2015-01-22,Europe,GB
384,Sierra Leone,2015-01-23,7921.0,2015-01-23,Africa,SL
385,Mali,2015-01-23,7.0,2015-01-23,Africa,ML
386,Liberia,2015-01-23,3136.0,2015-01-23,Africa,LR
387,Spain,2015-01-23,1.0,2015-01-23,Europe,ES
388,Guinea,2015-01-23,2545.0,2015-01-23,Africa,GQ
389,Senegal,2015-01-23,1.0,2015-01-23,Africa,SN
390,Nigeria,2015-01-23,19.0,2015-01-23,Africa,NG
391,United States of America,2015-01-23,4.0,2015-01-23,North America,US
392,United Kingdom,2015-01-23,1.0,2015-01-23,Europe,GB
393,Senegal,2015-01-26,1.0,2015-01-26,Africa,SN
394,Sierra Leone,2015-01-26,7963.0,2015-01-26,Africa,SL
395,Nigeria,2015-01-26,19.0,2015-01-26,Africa,NG
396,United States of America,2015-01-26,4.0,2015-01-26,North America,US
397,Guinea,2015-01-26,2559.0,2015-01-26,Africa,GQ
398,United Kingdom,2015-01-26,1.0,2015-01-26,Europe,GB
399,Mali,2015-01-26,7.0,2015-01-26,Africa,ML
400,Liberia,2015-01-26,3136.0,2015-01-26,Africa,LR
401,Spain,2015-01-26,1.0,2015-01-26,Europe,ES
402,Mali,2015-01-27,7.0,2015-01-27,Africa,ML
403,Liberia,2015-01-27,3138.0,2015-01-27,Africa,LR
404,United States of America,2015-01-27,4.0,2015-01-27,North America,US
405,Spain,2015-01-27,1.0,2015-01-27,Europe,ES
406,Nigeria,2015-01-27,19.0,2015-01-27,Africa,NG
407,Senegal,2015-01-27,1.0,2015-01-27,Africa,SN
408,Sierra Leone,2015-01-27,7968.0,2015-01-27,Africa,SL
409,United Kingdom,2015-01-27,1.0,2015-01-27,Europe,GB
410,Guinea,2015-01-27,2569.0,2015-01-27,Africa,GQ
411,Senegal,2015-01-28,1.0,2015-01-28,Africa,SN
412,Liberia,2015-01-28,3138.0,2015-01-28,Africa,LR
413,United States of America,2015-01-28,4.0,2015-01-28,North America,US
414,Sierra Leone,2015-01-28,7968.0,2015-01-28,Africa,SL
415,Spain,2015-01-28,1.0,2015-01-28,Europe,ES
416,United Kingdom,2015-01-28,1.0,2015-01-28,Europe,GB
417,Mali,2015-01-28,7.0,2015-01-28,Africa,ML
418,Nigeria,2015-01-28,19.0,2015-01-28,Africa,NG
419,Guinea,2015-01-28,2569.0,2015-01-28,Africa,GQ
420,Mali,2015-01-29,7.0,2015-01-29,Africa,ML
421,Nigeria,2015-01-29,19.0,2015-01-29,Africa,NG
422,Spain,2015-01-29,1.0,2015-01-29,Europe,ES
423,Liberia,2015-01-29,3138.0,2015-01-29,Africa,LR
424,United States of America,2015-01-29,4.0,2015-01-29,North America,US
425,Senegal,2015-01-29,1.0,2015-01-29,Africa,SN
426,Sierra Leone,2015-01-29,7977.0,2015-01-29,Africa,SL
