Date,Price,Daily Change %
2003-03-23,8145.77,-4.41
2003-03-30,8277.15,1.61
2003-04-06,8203.41,-0.89
2003-04-13,8337.65,1.64
2003-04-20,8306.35,-0.38
2003-04-27,8582.68,3.33
2003-05-04,8604.6,0.26
2003-05-11,8678.97,0.86
2003-05-18,8601.38,-0.89
2003-05-25,8850.26,2.89
2003-06-01,9062.79,2.4
2003-06-08,9117.12,0.6
2003-06-15,9200.75,0.92
2003-06-22,8989.05,-2.3
2003-06-29,9070.21,0.9
2003-07-06,9119.59,0.54
